transect,old_tag,new_tag,species,status93,status13,status22,diam93,rad1993,cross1993,basal_area_1993,diam13,rad2013,cross2013,basal_area_2013,diam22,rad2022,cross2022,basal_area_2022
A,15B,A8406,Pterophylla sylvicola,A,A,A,5.3,2.65,0.220618344,2.451314934,6.1,3.05,0.292246657,3.247185073,6.2,3.1,0.301907054,3.354522822
A,16A,,Pterophylla sylvicola,A,A,A,7.2,3.6,0.407150408,4.523893421,7.4,3.7,0.430084034,4.778711492,7.5,3.75,0.441786467,4.908738521
A,16B,,Pterophylla sylvicola,A,A,A,11.3,5.65,1.002874915,11.14305461,14.6,7.3,1.674154725,18.60171917,14.8,7.4,1.720336137,19.11484597
A,16C,,Pterophylla sylvicola,A,A,A,22,11,3.801327111,42.2369679,23.8,11.9,4.448809357,49.43121507,22.9,11.45,4.118706509,45.76340565
A,16D,,Pterophylla sylvicola,A,A,A,16.3,8.15,2.08672438,23.18582645,18.3,9.15,2.630219909,29.22466566,18,9,2.544690049,28.27433388
A,18A,,Pterophylla sylvicola,A,A,A,12,6,1.130973355,12.56637061,13.2,6.6,1.36847776,15.20530844,13.5,6.75,1.431388153,15.90431281
A,18B,,Pterophylla sylvicola,A,A,A,9.5,4.75,0.708821842,7.87579825,11.2,5.6,0.985203456,10.94670507,12.1,6.05,1.149901451,12.77668279
A,18C,,Pterophylla sylvicola,A,A,A,7,3.5,0.3848451,4.276056667,8.3,4.15,0.541060795,6.011786608,8.8,4.4,0.608212338,6.757914864
A,18D,,Pterophylla sylvicola,A,A,A,10.2,5.1,0.817128249,9.079202769,11.3,5.65,1.002874915,11.14305461,11.8,5.9,1.093588403,12.15098225
A,18E,,Pterophylla sylvicola,A,A,A,6.8,3.4,0.363168111,4.035201231,7.3,3.65,0.418538681,4.650429792,7.5,3.75,0.441786467,4.908738521
A,18F,,Pterophylla sylvicola,A,A,A,8.8,4.4,0.608212338,6.757914864,9.4,4.7,0.693977817,7.710864635,9.5,4.75,0.708821842,7.87579825
A,18G,,Pterophylla sylvicola,,A,A,,0,0,0,10.9,5.45,0.933131558,10.36812842,11.9,5.95,1.112202339,12.35780377
A,20A,A8407,Pterophylla sylvicola,A,A,D,6.2,3.1,0.301907054,3.354522822,0,0,0,0,0,0,0,0
A,20A,A8424,Pterophylla sylvicola,A,A,A,5.5,2.75,0.237582944,2.639810494,6.8,3.4,0.363168111,4.035201231,7.4,3.7,0.430084034,4.778711492
A,20A,A8728,Pterophylla sylvicola,,A,A,,0,0,0,6,3,0.282743339,3.141592654,12.7,6.35,1.266768698,14.07520775
A,20A,A8754,Pterophylla sylvicola,A,A,A,7.2,3.6,0.407150408,4.523893421,7,3.5,0.3848451,4.276056667,7.6,3.8,0.453645979,5.04051088
A,20B,A8415,Pterophylla sylvicola,A,A,A,9.5,4.75,0.708821842,7.87579825,11.1,5.55,0.967689077,10.75210086,11.6,5.8,1.056831769,11.74257521
A,20B,,Pterophylla sylvicola,A,A,A,7.5,3.75,0.441786467,4.908738521,9.5,4.75,0.708821842,7.87579825,9.9,4.95,0.76976874,8.552985999
A,20B,,Pterophylla sylvicola,A,A,A,7.4,3.7,0.430084034,4.778711492,9.4,4.7,0.693977817,7.710864635,10,5,0.785398163,8.72664626
A,20C,,Pterophylla sylvicola,A,A,A,10,5,0.785398163,8.72664626,10.5,5.25,0.865901475,9.621127502,11.4,5.7,1.020703453,11.34114948
A,20D,A8437,Pterophylla sylvicola,A,A,A,8,4,0.502654825,5.585053606,10,5,0.785398163,8.72664626,10.8,5.4,0.916088418,10.1787602
A,21A,A8343,Pterophylla sylvicola,A,A,A,7,3.5,0.3848451,4.276056667,7.6,3.8,0.453645979,5.04051088,7.7,3.85,0.465662571,5.174028568
A,21B,,Pterophylla sylvicola,A,A,D,7.6,3.8,0.453645979,5.04051088,7.5,3.75,0.441786467,4.908738521,0,0,0,0
A,22A,A8541,Pterophylla sylvicola,A,A,A,6.7,3.35,0.352565236,3.917391506,8,4,0.502654825,5.585053606,7.2,3.6,0.407150408,4.523893421
A,22A,A8746,Pterophylla sylvicola,A,A,A,10.5,5.25,0.865901475,9.621127502,10.9,5.45,0.933131558,10.36812842,11.1,5.55,0.967689077,10.75210086
A,22B,,Pterophylla sylvicola,A,A,A,11.1,5.55,0.967689077,10.75210086,12.2,6.1,1.168986626,12.98874029,13.6,6.8,1.452672443,16.14080492
A,23A,A8567,Pterophylla sylvicola,A,A,D,6.3,3.15,0.311724531,3.463605901,6,3,0.282743339,3.141592654,0,0,0,0
A,23A,A8687,Pterophylla sylvicola,A,A,A,6.3,3.15,0.311724531,3.463605901,6.9,3.45,0.373928066,4.154756284,7.1,3.55,0.395919214,4.39910238
A,23B,,Pterophylla sylvicola,A,A,A,9.2,4.6,0.664761005,7.386233394,9.8,4.9,0.754296396,8.381071068,9.9,4.95,0.76976874,8.552985999
A,24A,A8673,Pterophylla sylvicola,A,A,A,10.2,5.1,0.817128249,9.079202769,0,0,0,0,20.9,10.45,3.430697718,38.11886353
A,24B,A6862,Pterophylla sylvicola,A,A,A,13.2,6.6,1.36847776,15.20530844,13.6,6.8,1.452672443,16.14080492,14.7,7.35,1.697166891,18.8574099
E,24C,A8670,Pterophylla sylvicola,A,A,A,10,5,0.785398163,8.72664626,10.3,5.15,0.833228912,9.258099017,10.9,5.45,0.933131558,10.36812842
E,24D,,Pterophylla sylvicola,,A,D,,0,0,0,10.5,5.25,0.865901475,9.621127502,,0,0,0
E,24F,A8653,Pterophylla sylvicola,A,A,A,19.5,9.75,2.986476516,33.1830724,19.5,9.75,2.986476516,33.1830724,20.5,10.25,3.300635782,36.67373091
E,25A,A8618,Pterophylla sylvicola,,A,A,,0,0,0,26.8,13.4,5.641043769,62.6782641,28,14,6.157521601,68.41690668
E,25A,A8757,Pterophylla sylvicola,,A,A,,0,0,0,9.7,4.85,0.738981132,8.210901466,9.6,4.8,0.723822947,8.042477193
E,25B,,Pterophylla sylvicola,A,A,A,11,5.5,0.950331778,10.55924197,11.9,5.95,1.112202339,12.35780377,13.2,6.6,1.36847776,15.20530844
E,26A,A8559,Pterophylla sylvicola,A,A,D,5.5,2.75,0.237582944,2.639810494,5.3,2.65,0.220618344,2.451314934,,0,0,0
E,26A,A8738,Pterophylla sylvicola,A,A,A,23.9,11.95,4.486272849,49.8474761,25.5,12.75,5.107051557,56.74501731,26,13,5.309291585,58.99212872
E,26B,,Pterophylla sylvicola,,A,A,,0,0,0,9.8,4.9,0.754296396,8.381071068,10,5,0.785398163,8.72664626
E,27A,A8296,Pterophylla sylvicola,,A,A,,0,0,0,51.8,25.9,21.07411768,234.1568631,36.2,18.1,10.29217169,114.3574632
E,27A,A8679,Pterophylla sylvicola,A,A,A,13,6.5,1.327322896,14.74803218,14,7,1.5393804,17.10422667,14.3,7.15,1.606060704,17.84511894
E,27B,A8655,Pterophylla sylvicola,,A,A,,0,0,0,23.5,11.75,4.337361357,48.19290397,24.9,12.45,4.869547153,54.10607948
E,27B,,Pterophylla sylvicola,A,A,A,13.9,6.95,1.517467792,16.86075324,15.4,7.7,1.862650284,20.69611427,15.9,7.95,1.985565097,22.06183441
E,27C,A8680,Pterophylla sylvicola,,A,A,,0,0,0,5.3,2.65,0.220618344,2.451314934,7.3,3.65,0.418538681,4.650429792
E,28B,,Pterophylla sylvicola,A,A,A,8.9,4.45,0.622113885,6.912376503,9.6,4.8,0.723822947,8.042477193,9,4.5,0.636172512,7.068583471
E,28D,,Pterophylla sylvicola,A,A,A,7.3,3.65,0.418538681,4.650429792,7.2,3.6,0.407150408,4.523893421,6.8,3.4,0.363168111,4.035201231
E,28E,,Pterophylla sylvicola,,A,A,,0,0,0,9.3,4.65,0.679290872,7.54767635,6.7,3.35,0.352565236,3.917391506
E,28F,,Pterophylla sylvicola,A,A,A,22.5,11.25,3.976078202,44.17864669,24.5,12.25,4.714352476,52.38169418,25.3,12.65,5.027255104,55.85839005
E,29A,A8551,Pterophylla sylvicola,,A,A,,0,0,0,0.8,0.4,0.005026548,0.055850536,8.3,4.15,0.541060795,6.011786608
E,29A,A8647,Pterophylla sylvicola,A,A,A,6.1,3.05,0.292246657,3.247185073,6.3,3.15,0.311724531,3.463605901,6.5,3.25,0.331830724,3.687008045
E,29A,A8652,Pterophylla sylvicola,A,A,A,6.6,3.3,0.34211944,3.801327111,7.3,3.65,0.418538681,4.650429792,7.1,3.55,0.395919214,4.39910238
E,29B,A8535?,Pterophylla sylvicola,A,A,D,22.15,11.075,3.853340104,42.81489005,22.7,11.35,4.047078196,44.96753551,,0,0,0
E,29B,A8654,Pterophylla sylvicola,,A,A,,0,0,0,20.5,10.25,3.300635782,36.67373091,21.1,10.55,3.496671163,38.85190181
E,29C,,Pterophylla sylvicola,A,A,A,15.1,7.55,1.790786352,19.89762614,13.4,6.7,1.410260942,15.66956602,19.6,9.8,3.017185585,33.52428427
E,30A,A8649,Pterophylla sylvicola,,A,A,,0,0,0,15.5,7.75,1.886919088,20.96576764,15.2,7.6,1.814583917,20.16204352
E,30B,,Pterophylla sylvicola,,A,A,,0,0,0,26.2,13.1,5.391287153,59.90319059,27.1,13.55,5.768042652,64.0893628
E,31A,A8624,Pterophylla sylvicola,,A,A,,0,0,0,11.8,5.9,1.093588403,12.15098225,11.7,5.85,1.075131546,11.94590607
E,31B,,Pterophylla sylvicola,A,A,A,13.4,6.7,1.410260942,15.66956602,13.7,6.85,1.474113813,16.37904237,13.8,6.9,1.495712262,16.61902514
E,31B,,Pterophylla sylvicola,A,A,A,6,3,0.282743339,3.141592654,6.5,3.25,0.331830724,3.687008045,6.9,3.45,0.373928066,4.154756284
E,31B,,Pterophylla sylvicola,A,A,A,16.7,8.35,2.190396938,24.33774375,20.3,10.15,3.236547292,35.96163657,20.6,10.3,3.332915646,37.03239607
E,31C,,Pterophylla sylvicola,,A,A,,0,0,0,9.5,4.75,0.708821842,7.87579825,10.6,5.3,0.882473376,9.805259738
E,31D,,Pterophylla sylvicola,,A,A,,0,0,0,11.2,5.6,0.985203456,10.94670507,11.6,5.8,1.056831769,11.74257521
E,33A,A8564,Pterophylla sylvicola,,A,A,,0,0,0,13.1,6.55,1.347821788,14.97579765,13.6,6.8,1.452672443,16.14080492
E,33A,A8625,Pterophylla sylvicola,,A,D,,0,0,0,18.5,9.25,2.688025214,29.86694682,,0,0,0
E,33C,,Pterophylla sylvicola,,A,A,,0,0,0,9.7,4.85,0.738981132,8.210901466,10.2,5.1,0.817128249,9.079202769
E,34A,A8513,Pterophylla sylvicola,,A,A,,0,0,0,21.5,10.75,3.63050301,40.33892234,23.1,11.55,4.19096314,46.56625711
E,34C,,Pterophylla sylvicola,,A,A,,0,0,0,5,2.5,0.196349541,2.181661565,5,2.5,0.196349541,2.181661565
E,35A,A8520,Pterophylla sylvicola,,A,A,,0,0,0,6,3,0.282743339,3.141592654,6,3,0.282743339,3.141592654
E,35A,,Pterophylla sylvicola,,A,A,,0,0,0,9,4.5,0.636172512,7.068583471,9.7,4.85,0.738981132,8.210901466
E,35A,,Pterophylla sylvicola,A,A,A,13.1,6.55,1.347821788,14.97579765,14,7,1.5393804,17.10422667,13.8,6.9,1.495712262,16.61902514
E,35B,,Pterophylla sylvicola,,A,A,,0,0,0,6,3,0.282743339,3.141592654,6.2,3.1,0.301907054,3.354522822
E,35B,,Pterophylla sylvicola,,A,A,,0,0,0,18.8,9.4,2.775911269,30.84345854,19.1,9.55,2.86521104,31.83567822
B,35B,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,6.9,3.45,0.373928066,4.154756284
B,35C,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,14.2,7.1,1.583676857,17.59640952
B,35C,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,10.5,5.25,0.865901475,9.621127502
B,35D,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,6.7,3.35,0.352565236,3.917391506
B,35E,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,16.7,8.35,2.190396938,24.33774375
B,35F,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,10,5,0.785398163,8.72664626
B,35G,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,13.5,6.75,1.431388153,15.90431281
B,36A,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,6.2,3.1,0.301907054,3.354522822
B,36A,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,8.4,4.2,0.554176944,6.157521601
B,36B,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,11.3,5.65,1.002874915,11.14305461
B,36B,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,11.1,5.55,0.967689077,10.75210086
F,36C,,Pterophylla sylvicola,A,D,D,12.3,6.15,1.188228881,13.20254313,,0,0,0,,0,0,0
D,36C,,Pterophylla sylvicola,A,D,D,7.6,3.8,0.453645979,5.04051088,,0,0,0,,0,0,0
F,36E,,Pterophylla sylvicola,A,D,D,13,6.5,1.327322896,14.74803218,,0,0,0,,0,0,0
C,37A,,Pterophylla sylvicola,A,D,D,5.75,2.875,0.259672268,2.88524742,,0,0,0,,0,0,0
D,37B,,Pterophylla sylvicola,A,D,D,15.1,7.55,1.790786352,19.89762614,,0,0,0,,0,0,0
C,37C,,Pterophylla sylvicola,A,D,D,10.4,5.2,0.849486654,9.438740595,,0,0,0,,0,0,0
E,41A,A8508,Pterophylla sylvicola,A,D,D,13.2,6.6,1.36847776,15.20530844,,0,0,0,,0,0,0
D,41A,,Pterophylla sylvicola,A,D,D,7,3.5,0.3848451,4.276056667,,0,0,0,,0,0,0
E,41B,A8629,Pterophylla sylvicola,A,D,D,24,12,4.523893421,50.26548246,,0,0,0,,0,0,0
F,41B,,Pterophylla sylvicola,A,D,D,12,6,1.130973355,12.56637061,,0,0,0,,0,0,0
E,41B,,Pterophylla sylvicola,A,D,D,9,4.5,0.636172512,7.068583471,,0,0,0,,0,0,0
E,41C,,Pterophylla sylvicola,A,D,D,50,25,19.63495408,218.1661565,,0,0,0,,0,0,0
F,43A,A8493,Pterophylla sylvicola,A,D,D,25.7,12.85,5.187476329,57.63862588,,0,0,0,,0,0,0
D,44B,,Pterophylla sylvicola,A,D,D,5.3,2.65,0.220618344,2.451314934,,0,0,0,,0,0,0
E,45A,A8637,Pterophylla sylvicola,A,A,D,11.6,5.8,1.056831769,11.74257521,10.9,5.45,0.933131558,10.36812842,,0,0,0
D,45B,,Pterophylla sylvicola,A,D,D,7.7,3.85,0.465662571,5.174028568,,0,0,0,,0,0,0
F,45B,,Pterophylla sylvicola,A,D,D,29,14.5,6.605198554,73.39109505,,0,0,0,,0,0,0
E,45C,,Pterophylla sylvicola,A,D,D,16.1,8.05,2.035830579,22.62033977,,0,0,0,,0,0,0
F,46C,,Pterophylla sylvicola,A,D,D,11.1,5.55,0.967689077,10.75210086,,0,0,0,,0,0,0
E,47A,A8639,Pterophylla sylvicola,A,D,D,8.8,4.4,0.608212338,6.757914864,,0,0,0,,0,0,0
F,47B,,Pterophylla sylvicola,A,D,D,12.4,6.2,1.207628216,13.41809129,,0,0,0,,0,0,0
F,48A,,Pterophylla sylvicola,A,D,D,12.4,6.2,1.207628216,13.41809129,,0,0,0,,0,0,0
D,48B,,Pterophylla sylvicola,A,D,D,10.6,5.3,0.882473376,9.805259738,,0,0,0,,0,0,0
F,49A,A8518,Pterophylla sylvicola,A,D,D,10.1,5.05,0.801184666,8.90205185,,0,0,0,,0,0,0
D,49B,,Pterophylla sylvicola,A,D,D,9.5,4.75,0.708821842,7.87579825,,0,0,0,,0,0,0
D,49E,,Pterophylla sylvicola,A,D,D,12.9,6.45,1.306981084,14.52201204,,0,0,0,,0,0,0
E,50A,A8603,Pterophylla sylvicola,A,D,D,9.1,4.55,0.650388219,7.226535768,,0,0,0,,0,0,0
D,50A,,Pterophylla sylvicola,A,D,D,9.1,4.55,0.650388219,7.226535768,,0,0,0,,0,0,0
F,50C,,Pterophylla sylvicola,A,D,D,40.6,20.3,12.94618917,143.8465463,,0,0,0,,0,0,0
E,51B,,Pterophylla sylvicola,A,D,D,8.6,4.3,0.580880482,6.454227574,,0,0,0,,0,0,0
C,51C,,Pterophylla sylvicola,A,D,D,5.5,2.75,0.237582944,2.639810494,,0,0,0,,0,0,0
E,52A,,Pterophylla sylvicola,A,D,D,9,4.5,0.636172512,7.068583471,,0,0,0,,0,0,0
E,52A,,Pterophylla sylvicola,A,D,D,6.6,3.3,0.34211944,3.801327111,,0,0,0,,0,0,0
F,52B,A8525,Pterophylla sylvicola,A,D,D,33,16.5,8.552985999,95.03317777,,0,0,0,,0,0,0
C,52B,,Pterophylla sylvicola,A,D,D,6.3,3.15,0.311724531,3.463605901,,0,0,0,,0,0,0
C,53B,,Pterophylla sylvicola,A,D,D,16,8,2.010619298,22.34021443,,0,0,0,,0,0,0
D,54A,,Pterophylla sylvicola,A,D,D,20.1,10.05,3.17308712,35.25652355,,0,0,0,,0,0,0
F,54B,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,12,6,1.130973355,12.56637061
D,54B,,Pterophylla sylvicola,A,D,D,12.1,6.05,1.149901451,12.77668279,,0,0,0,,0,0,0
C,55B,,Pterophylla sylvicola,A,D,D,6.3,3.15,0.311724531,3.463605901,,0,0,0,,0,0,0
B,55C,,Pterophylla sylvicola,A,D,D,9.7,4.85,0.738981132,8.210901466,,0,0,0,,0,0,0
D,56A,,Pterophylla sylvicola,A,D,D,12,6,1.130973355,12.56637061,,0,0,0,,0,0,0
B,56A,,Pterophylla sylvicola,,A,A,,0,0,0,6.3,3.15,0.311724531,3.463605901,6.5,3.25,0.331830724,3.687008045
D,56B,,Pterophylla sylvicola,A,D,D,16,8,2.010619298,22.34021443,,0,0,0,,0,0,0
B,56B,,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,5.1,2.55,0.204282062,2.269800692
C,56E,,Pterophylla sylvicola,A,A,A,11.5,5.75,1.038689071,11.54098968,14.1,7.05,1.561450089,17.34944543,14.8,7.4,1.720336137,19.11484597
C,56F,,Pterophylla sylvicola,A,A,A,7.3,3.65,0.418538681,4.650429792,7.8,3.9,0.477836243,5.309291585,7.6,3.8,0.453645979,5.04051088
C,56G,,Pterophylla sylvicola,A,A,D,12.5,6.25,1.22718463,13.63538478,12.8,6.4,1.286796351,14.29773723,,0,0,0
A,56I,,Pterophylla sylvicola,A,D,D,8.5,4.25,0.567450173,6.305001923,,0,0,0,,0,0,0
D,58B,,Pterophylla sylvicola,A,D,D,8.2,4.1,0.528101725,5.867796945,,0,0,0,,0,0,0
A,58B,,Pterophylla sylvicola,A,D,D,9.2,4.6,0.664761005,7.386233394,,0,0,0,,0,0,0
A,62(a),,Pterophylla sylvicola,A,D,D,10.4,5.2,0.849486654,9.438740595,,0,0,0,,0,0,0
A,62A,A8646,Pterophylla sylvicola,A,D,D,5.4,2.7,0.229022104,2.544690049,,0,0,0,,0,0,0
A,62B,,Pterophylla sylvicola,A,D,D,21.6,10.8,3.664353671,40.71504079,,0,0,0,,0,0,0
A,65A,,Pterophylla sylvicola,A,D,D,6.8,3.4,0.363168111,4.035201231,,0,0,0,,0,0,0
A,65B,,Pterophylla sylvicola,A,D,D,8.5,4.25,0.567450173,6.305001923,,0,0,0,,0,0,0
A,65b?,A8642,Pterophylla sylvicola,A,D,D,11.8,5.9,1.093588403,12.15098225,,0,0,0,,0,0,0
A,65C,,Pterophylla sylvicola,A,D,D,15.2,7.6,1.814583917,20.16204352,,0,0,0,,0,0,0
A,81B,,Pterophylla sylvicola,A,D,D,5.7,2.85,0.255175863,2.83528737,,0,0,0,,0,0,0
A,86A,,Pterophylla sylvicola,A,A,A,5.5,2.75,0.237582944,2.639810494,7.8,3.9,0.477836243,5.309291585,9.4,4.7,0.693977817,7.710864635
A,86B,,Pterophylla sylvicola,A,A,A,6.5,3.25,0.331830724,3.687008045,8.3,4.15,0.541060795,6.011786608,8.6,4.3,0.580880482,6.454227574
A,86C,,Pterophylla sylvicola,A,A,D,11.3,5.65,1.002874915,11.14305461,14.7,7.35,1.697166891,18.8574099,,0,0,0
A,87A,,Pterophylla sylvicola,A,D,D,5.9,2.95,0.273397101,3.037745563,,0,0,0,,0,0,0
A,91?,,Pterophylla sylvicola,A,A,D,12.8,6.4,1.286796351,14.29773723,13,6.5,1.327322896,14.74803218,,0,0,0
A,91?,,Pterophylla sylvicola,A,A,D,8.5,4.25,0.567450173,6.305001923,11,5.5,0.950331778,10.55924197,,0,0,0
D,91?,,Pterophylla sylvicola,A,D,D,6.7,3.35,0.352565236,3.917391506,,0,0,0,,0,0,0
A,92A,,Pterophylla sylvicola,A,A,D,8.4,4.2,0.554176944,6.157521601,9.7,4.85,0.738981132,8.210901466,,0,0,0
D,92B,,Pterophylla sylvicola,A,D,D,5.8,2.9,0.264207942,2.935643802,,0,0,0,,0,0,0
A,95A,,Pterophylla sylvicola,,A,D,,0,0,0,8.1,4.05,0.515299735,5.725552611,,0,0,0
D,95B,,Pterophylla sylvicola,A,D,D,6.3,3.15,0.311724531,3.463605901,,0,0,0,,0,0,0
D,97A,,Pterophylla sylvicola,A,D,D,6.7,3.35,0.352565236,3.917391506,,0,0,0,,0,0,0
D,97B,,Pterophylla sylvicola,A,D,D,7,3.5,0.3848451,4.276056667,,0,0,0,,0,0,0
D,97C,,Pterophylla sylvicola,A,A,A,5.6,2.8,0.246300864,2.736676267,5.9,2.95,0.273397101,3.037745563,6.5,3.25,0.331830724,3.687008045
D,C15.5,A8403,Pterophylla sylvicola,A,A,D,5.8,2.9,0.264207942,2.935643802,6.2,3.1,0.301907054,3.354522822,,0,0,0
C,Unknown,A8015,Pterophylla sylvicola,A,D,D,7.6,3.8,0.453645979,5.04051088,,0,0,0,,0,0,0
C,Unknown,A8025,Pterophylla sylvicola,A,D,D,9.9,4.95,0.76976874,8.552985999,,0,0,0,,0,0,0
