transect,old_tag,new_tag,species,status93,status13,status22,diam93,rad1993,cross1993,basal_area_1993,diam13,rad2013,cross2013,basal_area_2013,diam22,rad2022,cross2022,basal_area_2022
C,Unknown,A8049,Pterophylla sylvicola,A,D,D,9,4.5,0.636172512,7.068583471,,0,0,0,,0,0,0
C,Unknown,A8050,Pterophylla sylvicola,A,D,D,5.6,2.8,0.246300864,2.736676267,,0,0,0,,0,0,0
C,Unknown,A8112,Pterophylla sylvicola,A,D,D,7.1,3.55,0.395919214,4.39910238,,0,0,0,,0,0,0
C,Unknown,A8115,Pterophylla sylvicola,A,D,D,14.2,7.1,1.583676857,17.59640952,,0,0,0,,0,0,0
C,Unknown,A8131,Pterophylla sylvicola,A,D,D,14.1,7.05,1.561450089,17.34944543,,0,0,0,,0,0,0
C,Unknown,A8132,Pterophylla sylvicola,A,D,D,5.7,2.85,0.255175863,2.83528737,,0,0,0,,0,0,0
C,Unknown,A8134,Pterophylla sylvicola,A,D,D,5.7,2.85,0.255175863,2.83528737,,0,0,0,,0,0,0
C,Unknown,A8205,Pterophylla sylvicola,A,D,D,13.7,6.85,1.474113813,16.37904237,,0,0,0,,0,0,0
C,Unknown,A8213,Pterophylla sylvicola,A,D,D,5.8,2.9,0.264207942,2.935643802,,0,0,0,,0,0,0
C,Unknown,A8224,Pterophylla sylvicola,A,D,D,9.3,4.65,0.679290872,7.54767635,,0,0,0,,0,0,0
C,Unknown,A8259,Pterophylla sylvicola,A,D,D,5.15,2.575,0.208307228,2.314524754,,0,0,0,,0,0,0
C,Unknown,A8266,Pterophylla sylvicola,A,D,D,13.5,6.75,1.431388153,15.90431281,,0,0,0,,0,0,0
C,Unknown,A8267,Pterophylla sylvicola,A,D,D,5.7,2.85,0.255175863,2.83528737,,0,0,0,,0,0,0
C,Unknown,A8288,Pterophylla sylvicola,A,D,D,10.5,5.25,0.865901475,9.621127502,,0,0,0,,0,0,0
C,Unknown,A8301,Pterophylla sylvicola,A,D,D,12,6,1.130973355,12.56637061,,0,0,0,,0,0,0
C,Unknown,A8319,Pterophylla sylvicola,A,D,D,13.5,6.75,1.431388153,15.90431281,,0,0,0,,0,0,0
C,Unknown,A8332,Pterophylla sylvicola,A,D,D,7.7,3.85,0.465662571,5.174028568,,0,0,0,,0,0,0
C,Unknown,A8333,Pterophylla sylvicola,A,D,D,10.5,5.25,0.865901475,9.621127502,,0,0,0,,0,0,0
C,Unknown,A8357,Pterophylla sylvicola,A,D,D,5.9,2.95,0.273397101,3.037745563,,0,0,0,,0,0,0
E,Unknown,A8384,Pterophylla sylvicola,A,D,D,9.2,4.6,0.664761005,7.386233394,,0,0,0,,0,0,0
E,Unknown,A8390,Pterophylla sylvicola,A,D,D,8.35,4.175,0.547599234,6.084435939,,0,0,0,,0,0,0
C,Unknown,A8393,Pterophylla sylvicola,A,D,D,8,4,0.502654825,5.585053606,,0,0,0,,0,0,0
B,Unknown,A8409,Pterophylla sylvicola,A,D,D,7.7,3.85,0.465662571,5.174028568,,0,0,0,,0,0,0
E,Unknown,A8410,Pterophylla sylvicola,A,D,D,8.25,4.125,0.534561625,5.939573611,,0,0,0,,0,0,0
F,Unknown,A8425,Pterophylla sylvicola,A,D,D,14.4,7.2,1.628601632,18.09557368,,0,0,0,,0,0,0
F,Unknown,A8432,Pterophylla sylvicola,A,D,D,6.1,3.05,0.292246657,3.247185073,,0,0,0,,0,0,0
C,Unknown,A8444,Pterophylla sylvicola,A,D,D,12.2,6.1,1.168986626,12.98874029,,0,0,0,,0,0,0
E,Unknown,A8447,Pterophylla sylvicola,A,D,D,7.8,3.9,0.477836243,5.309291585,,0,0,0,,0,0,0
E,Unknown,A8448,Pterophylla sylvicola,A,D,D,8.6,4.3,0.580880482,6.454227574,,0,0,0,,0,0,0
C,Unknown,A8449,Pterophylla sylvicola,A,D,D,5.8,2.9,0.264207942,2.935643802,,0,0,0,,0,0,0
E,Unknown,A8450,Pterophylla sylvicola,A,D,D,22.6,11.3,4.011499659,44.57221844,,0,0,0,,0,0,0
E,Unknown,A8452,Pterophylla sylvicola,A,D,D,14.75,7.375,1.708731879,18.98590977,,0,0,0,,0,0,0
E,Unknown,A8457,Pterophylla sylvicola,A,D,D,6.6,3.3,0.34211944,3.801327111,,0,0,0,,0,0,0
E,Unknown,A8464,Pterophylla sylvicola,A,D,D,26,13,5.309291585,58.99212872,,0,0,0,,0,0,0
E,Unknown,A8464,Pterophylla sylvicola,A,D,D,10,5,0.785398163,8.72664626,,0,0,0,,0,0,0
E,Unknown,A8471,Pterophylla sylvicola,A,D,D,11.95,5.975,1.121568212,12.46186903,,0,0,0,,0,0,0
C,Unknown,A8472,Pterophylla sylvicola,A,D,D,6.2,3.1,0.301907054,3.354522822,,0,0,0,,0,0,0
F,Unknown,A8480,Pterophylla sylvicola,A,D,D,5.5,2.75,0.237582944,2.639810494,,0,0,0,,0,0,0
C,Unknown,A8486,Pterophylla sylvicola,A,D,D,15.5,7.75,1.886919088,20.96576764,,0,0,0,,0,0,0
E,Unknown,A8489,Pterophylla sylvicola,A,D,D,17.2,8.6,2.323521927,25.8169103,,0,0,0,,0,0,0
B,Unknown,A8490,Pterophylla sylvicola,A,D,D,6,3,0.282743339,3.141592654,,0,0,0,,0,0,0
C,Unknown,A8492,Pterophylla sylvicola,A,D,D,7,3.5,0.3848451,4.276056667,,0,0,0,,0,0,0
E,Unknown,A8494,Pterophylla sylvicola,A,D,D,8.5,4.25,0.567450173,6.305001923,,0,0,0,,0,0,0
E,Unknown,A8498,Pterophylla sylvicola,A,D,D,5.7,2.85,0.255175863,2.83528737,,0,0,0,,0,0,0
E,Unknown,A8499,Pterophylla sylvicola,A,D,D,6.1,3.05,0.292246657,3.247185073,,0,0,0,,0,0,0
B,Unknown,A8500,Pterophylla sylvicola,A,D,D,7.4,3.7,0.430084034,4.778711492,,0,0,0,,0,0,0
B,Unknown,A8502,Pterophylla sylvicola,A,D,D,6,3,0.282743339,3.141592654,,0,0,0,,0,0,0
B,Unknown,A8504,Pterophylla sylvicola,A,D,D,13.1,6.55,1.347821788,14.97579765,,0,0,0,,0,0,0
B,Unknown,A8505,Pterophylla sylvicola,A,D,D,9.2,4.6,0.664761005,7.386233394,,0,0,0,,0,0,0
C,Unknown,A8507,Pterophylla sylvicola,A,D,D,17,8.5,2.269800692,25.22000769,,0,0,0,,0,0,0
B,Unknown,A8510,Pterophylla sylvicola,A,D,D,8.3,4.15,0.541060795,6.011786608,,0,0,0,,0,0,0
C,Unknown,A8511,Pterophylla sylvicola,A,D,D,14,7,1.5393804,17.10422667,,0,0,0,,0,0,0
E,Unknown,A8514,Pterophylla sylvicola,A,D,D,10.15,5.075,0.809136823,8.990409143,,0,0,0,,0,0,0
B,Unknown,A8515,Pterophylla sylvicola,A,D,D,9.8,4.9,0.754296396,8.381071068,,0,0,0,,0,0,0
E,Unknown,A8516,Pterophylla sylvicola,A,D,D,5.75,2.875,0.259672268,2.88524742,,0,0,0,,0,0,0
B,Unknown,A8517,Pterophylla sylvicola,A,D,D,6.8,3.4,0.363168111,4.035201231,,0,0,0,,0,0,0
B,Unknown,A8519,Pterophylla sylvicola,A,D,D,6.1,3.05,0.292246657,3.247185073,,0,0,0,,0,0,0
B,Unknown,A8521,Pterophylla sylvicola,A,D,D,5.5,2.75,0.237582944,2.639810494,,0,0,0,,0,0,0
B,Unknown,A8522,Pterophylla sylvicola,A,D,D,5,2.5,0.196349541,2.181661565,,0,0,0,,0,0,0
B,Unknown,A8524,Pterophylla sylvicola,A,D,D,11.3,5.65,1.002874915,11.14305461,,0,0,0,,0,0,0
E,Unknown,A8526,Pterophylla sylvicola,A,D,D,12.2,6.1,1.168986626,12.98874029,,0,0,0,,0,0,0
B,Unknown,A8527,Pterophylla sylvicola,A,D,D,7.8,3.9,0.477836243,5.309291585,,0,0,0,,0,0,0
E,Unknown,A8528,Pterophylla sylvicola,A,D,D,9.45,4.725,0.701380195,7.793113276,,0,0,0,,0,0,0
B,Unknown,A8529,Pterophylla sylvicola,A,D,D,8.5,4.25,0.567450173,6.305001923,,0,0,0,,0,0,0
E,Unknown,A8531,Pterophylla sylvicola,A,D,D,13.45,6.725,1.420804913,15.78672125,,0,0,0,,0,0,0
B,Unknown,A8544,Pterophylla sylvicola,A,D,D,5,2.5,0.196349541,2.181661565,,0,0,0,,0,0,0
B,Unknown,A8545,Pterophylla sylvicola,A,D,D,5.1,2.55,0.204282062,2.269800692,,0,0,0,,0,0,0
E,Unknown,A8566,Pterophylla sylvicola,A,D,D,17.4,8.7,2.37787148,26.42079422,,0,0,0,,0,0,0
E,Unknown,A8569,Pterophylla sylvicola,A,D,D,11.65,5.825,1.065962022,11.84402247,,0,0,0,,0,0,0
E,Unknown,A8570,Pterophylla sylvicola,A,D,D,10.2,5.1,0.817128249,9.079202769,,0,0,0,,0,0,0
E,Unknown,A8571,Pterophylla sylvicola,A,D,D,7.15,3.575,0.401515176,4.461279734,,0,0,0,,0,0,0
E,Unknown,A8573,Pterophylla sylvicola,A,D,D,6.7,3.35,0.352565236,3.917391506,,0,0,0,,0,0,0
B,Unknown,A8574,Pterophylla sylvicola,A,D,D,9.3,4.65,0.679290872,7.54767635,,0,0,0,,0,0,0
E,Unknown,A8575,Pterophylla sylvicola,A,D,D,5.05,2.525,0.200296167,2.225512962,,0,0,0,,0,0,0
B,Unknown,A8579,Pterophylla sylvicola,A,D,D,11.2,5.6,0.985203456,10.94670507,,0,0,0,,0,0,0
B,Unknown,A8585,Pterophylla sylvicola,A,D,D,6.3,3.15,0.311724531,3.463605901,,0,0,0,,0,0,0
B,Unknown,A8586,Pterophylla sylvicola,A,D,D,14.3,7.15,1.606060704,17.84511894,,0,0,0,,0,0,0
B,Unknown,A8593,Pterophylla sylvicola,A,D,D,10.9,5.45,0.933131558,10.36812842,,0,0,0,,0,0,0
C,Unknown,A8594,Pterophylla sylvicola,A,D,D,7.2,3.6,0.407150408,4.523893421,,0,0,0,,0,0,0
B,Unknown,A8597,Pterophylla sylvicola,A,D,D,12.7,6.35,1.266768698,14.07520775,,0,0,0,,0,0,0
B,Unknown,A8599,Pterophylla sylvicola,A,D,D,5.5,2.75,0.237582944,2.639810494,,0,0,0,,0,0,0
B,Unknown,A8600,Pterophylla sylvicola,A,D,D,9.7,4.85,0.738981132,8.210901466,,0,0,0,,0,0,0
B,Unknown,A8604,Pterophylla sylvicola,A,D,D,6.3,3.15,0.311724531,3.463605901,,0,0,0,,0,0,0
B,Unknown,A8605,Pterophylla sylvicola,A,D,D,7.7,3.85,0.465662571,5.174028568,,0,0,0,,0,0,0
B,Unknown,A8606,Pterophylla sylvicola,A,D,D,5,2.5,0.196349541,2.181661565,,0,0,0,,0,0,0
C,Unknown,A8607,Pterophylla sylvicola,A,D,D,5,2.5,0.196349541,2.181661565,,0,0,0,,0,0,0
B,Unknown,A8609,Pterophylla sylvicola,A,D,D,6,3,0.282743339,3.141592654,,0,0,0,,0,0,0
B,Unknown,A8610,Pterophylla sylvicola,A,D,D,5.5,2.75,0.237582944,2.639810494,,0,0,0,,0,0,0
B,Unknown,A8613,Pterophylla sylvicola,A,D,D,6.6,3.3,0.34211944,3.801327111,,0,0,0,,0,0,0
B,Unknown,A8615,Pterophylla sylvicola,A,D,D,7.5,3.75,0.441786467,4.908738521,,0,0,0,,0,0,0
B,Unknown,A8616,Pterophylla sylvicola,A,D,D,6.5,3.25,0.331830724,3.687008045,,0,0,0,,0,0,0
B,Unknown,A8619,Pterophylla sylvicola,A,D,D,6.2,3.1,0.301907054,3.354522822,,0,0,0,,0,0,0
B,Unknown,A8627,Pterophylla sylvicola,A,D,D,12.8,6.4,1.286796351,14.29773723,,0,0,0,,0,0,0
B,Unknown,A8628,Pterophylla sylvicola,A,D,D,11.7,5.85,1.075131546,11.94590607,,0,0,0,,0,0,0
B,Unknown,A8636,Pterophylla sylvicola,A,D,D,7.2,3.6,0.407150408,4.523893421,,0,0,0,,0,0,0
B,Unknown,A8638,Pterophylla sylvicola,A,D,D,8.1,4.05,0.515299735,5.725552611,,0,0,0,,0,0,0
C,Unknown,A8638,Pterophylla sylvicola,A,D,D,5.2,2.6,0.212371663,2.359685149,,0,0,0,,0,0,0
B,Unknown,A8640,Pterophylla sylvicola,A,D,D,8.1,4.05,0.515299735,5.725552611,,0,0,0,,0,0,0
B,Unknown,A8645,Pterophylla sylvicola,A,D,D,5.4,2.7,0.229022104,2.544690049,,0,0,0,,0,0,0
B,Unknown,A8674,Pterophylla sylvicola,A,D,D,7.3,3.65,0.418538681,4.650429792,,0,0,0,,0,0,0
B,Unknown,A8675,Pterophylla sylvicola,A,D,D,5,2.5,0.196349541,2.181661565,,0,0,0,,0,0,0
B,Unknown,A8678,Pterophylla sylvicola,A,D,D,13.9,6.95,1.517467792,16.86075324,,0,0,0,,0,0,0
B,Unknown,A8681,Pterophylla sylvicola,A,D,D,9.7,4.85,0.738981132,8.210901466,,0,0,0,,0,0,0
B,Unknown,A8684,Pterophylla sylvicola,A,D,D,7.2,3.6,0.407150408,4.523893421,,0,0,0,,0,0,0
B,Unknown,A8688,Pterophylla sylvicola,A,D,D,8,4,0.502654825,5.585053606,,0,0,0,,0,0,0
B,Unknown,A8694,Pterophylla sylvicola,A,D,D,7.2,3.6,0.407150408,4.523893421,,0,0,0,,0,0,0
B,Unknown,A8730,Pterophylla sylvicola,A,D,D,5,2.5,0.196349541,2.181661565,,0,0,0,,0,0,0
B,Unknown,A8734,Pterophylla sylvicola,A,D,D,11,5.5,0.950331778,10.55924197,,0,0,0,,0,0,0
C,Unknown,A8735,Pterophylla sylvicola,A,D,D,13.7,6.85,1.474113813,16.37904237,,0,0,0,,0,0,0
B,Unknown,A8741,Pterophylla sylvicola,A,D,D,8.5,4.25,0.567450173,6.305001923,,0,0,0,,0,0,0
C,Unknown,A8742,Pterophylla sylvicola,A,D,D,5,2.5,0.196349541,2.181661565,,0,0,0,,0,0,0
B,Unknown,A8745,Pterophylla sylvicola,A,D,D,9.7,4.85,0.738981132,8.210901466,,0,0,0,,0,0,0
B,Unknown,A8747,Pterophylla sylvicola,A,D,D,8.6,4.3,0.580880482,6.454227574,,0,0,0,,0,0,0
B,Unknown,A8748,Pterophylla sylvicola,A,D,D,5.3,2.65,0.220618344,2.451314934,,0,0,0,,0,0,0
B,Unknown,A8749,Pterophylla sylvicola,A,D,D,8.5,4.25,0.567450173,6.305001923,,0,0,0,,0,0,0
B,Unknown,A8752,Pterophylla sylvicola,A,D,D,7,3.5,0.3848451,4.276056667,,0,0,0,,0,0,0
B,Unknown,A8755,Pterophylla sylvicola,A,D,D,5.4,2.7,0.229022104,2.544690049,,0,0,0,,0,0,0
B,Unknown,A8759,Pterophylla sylvicola,A,D,D,7.3,3.65,0.418538681,4.650429792,,0,0,0,,0,0,0
B,Unknown,A8760,Pterophylla sylvicola,A,A,D,12,6,1.130973355,12.56637061,14,7,1.5393804,17.10422667,,0,0,0
B,Unknown,A8762,Pterophylla sylvicola,A,D,D,7,3.5,0.3848451,4.276056667,,0,0,0,,0,0,0
C,Unknown,A8763,Pterophylla sylvicola,A,D,D,6,3,0.282743339,3.141592654,,0,0,0,,0,0,0
C,Unknown,A8765,Pterophylla sylvicola,A,D,D,12.9,6.45,1.306981084,14.52201204,,0,0,0,,0,0,0
B,Unknown,A8766,Pterophylla sylvicola,,,A,,0,0,0,,0,0,0,5.6,2.8,0.246300864,2.736676267
C,Unknown,A8770,Pterophylla sylvicola,A,D,D,8.5,4.25,0.567450173,6.305001923,,0,0,0,,0,0,0
C,Unknown,A8771,Pterophylla sylvicola,A,A,A,9.3,4.65,0.679290872,7.54767635,11.2,5.6,0.985203456,10.94670507,12,6,1.130973355,12.56637061
C,Unknown,A8772,Pterophylla sylvicola,A,D,D,5.9,2.95,0.273397101,3.037745563,,0,0,0,,0,0,0
C,Unknown,A8773,Pterophylla sylvicola,A,A,A,5.5,2.75,0.237582944,2.639810494,5.6,2.8,0.246300864,2.736676267,6.4,3.2,0.321699088,3.574434308
A,Unknown,A8775,Pterophylla sylvicola,A,D,D,7,3.5,0.3848451,4.276056667,,0,0,0,,0,0,0
A,Unknown,A8776,Pterophylla sylvicola,A,D,D,5.9,2.95,0.273397101,3.037745563,,0,0,0,,0,0,0
A,Unknown,A8777,Pterophylla sylvicola,A,A,A,11.3,5.65,1.002874915,11.14305461,11.3,5.65,1.002874915,11.14305461,11.4,5.7,1.020703453,11.34114948
A,Unknown,A8778,Pterophylla sylvicola,A,A,A,7.2,3.6,0.407150408,4.523893421,7.3,3.65,0.418538681,4.650429792,7.5,3.75,0.441786467,4.908738521
A,Unknown,A8779,Pterophylla sylvicola,A,D,D,10.7,5.35,0.899202357,9.991137303,,0,0,0,,0,0,0
A,Unknown,A8780,Pterophylla sylvicola,A,D,D,15,7.5,1.767145868,19.63495408,,0,0,0,,0,0,0
A,Unknown,A8782,Pterophylla sylvicola,A,A,D,7,3.5,0.3848451,4.276056667,7.5,3.75,0.441786467,4.908738521,,0,0,0
A,Unknown,A8783,Pterophylla sylvicola,A,A,D,6,3,0.282743339,3.141592654,7.8,3.9,0.477836243,5.309291585,7.7,3.85,0.465662571,5.174028568
A,Unknown,B1000,Pterophylla sylvicola,,A,D,,0,0,0,6.1,3.05,0.292246657,3.247185073,,0,0,0
A,Unknown,B111,Pterophylla sylvicola,,A,D,,0,0,0,7.7,3.85,0.465662571,5.174028568,,0,0,0
A,Unknown,B113,Pterophylla sylvicola,,A,D,,0,0,0,9.6,4.8,0.723822947,8.042477193,,0,0,0
A,Unknown,B120,Pterophylla sylvicola,A,A,D,9.6,4.8,0.723822947,8.042477193,,0,0,0,,0,0,0
A,Unknown,B121,Pterophylla sylvicola,A,D,D,6.2,3.1,0.301907054,3.354522822,,0,0,0,,0,0,0
A,Unknown,B122,Pterophylla sylvicola,,A,D,,0,0,0,5.2,2.6,0.212371663,2.359685149,,0,0,0
A,Unknown,B123,Pterophylla sylvicola,A,A,D,12.3,6.15,1.188228881,13.20254313,15.2,7.6,1.814583917,20.16204352,,0,0,0
A,Unknown,B130,Pterophylla sylvicola,A,A,D,7.2,3.6,0.407150408,4.523893421,9.2,4.6,0.664761005,7.386233394,,0,0,0
A,Unknown,B55A,Pterophylla sylvicola,A,D,D,14.8,7.4,1.720336137,19.11484597,,0,0,0,,0,0,0
A,Unknown,B63,Pterophylla sylvicola,A,D,D,13.2,6.6,1.36847776,15.20530844,,0,0,0,,0,0,0
A,Unknown,B64,Pterophylla sylvicola,A,D,D,9.1,4.55,0.650388219,7.226535768,,0,0,0,,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,D,,0,0,0,19,9.5,2.83528737,31.503193,,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,D,,0,0,0,7.5,3.75,0.441786467,4.908738521,,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,15.8,7.9,1.960667975,21.78519972,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,8.5,4.25,0.567450173,6.305001923,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,11,5.5,0.950331778,10.55924197,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,7.5,3.75,0.441786467,4.908738521,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,5.7,2.85,0.255175863,2.83528737,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,5.1,2.55,0.204282062,2.269800692,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,19.8,9.9,3.07907496,34.211944,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,14.5,7.25,1.651299639,18.34777376,0,0,0,0
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,16.7,8.35,2.190396938,24.33774375
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,7.7,3.85,0.465662571,5.174028568
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,12.3,6.15,1.188228881,13.20254313
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,8,4,0.502654825,5.585053606
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,5,2.5,0.196349541,2.181661565
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,15.7,7.85,1.935927933,21.51031037
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,8.2,4.1,0.528101725,5.867796945
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,8.2,4.1,0.528101725,5.867796945
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,14.2,7.1,1.583676857,17.59640952
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,14.7,7.35,1.697166891,18.8574099
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,11.2,5.6,0.985203456,10.94670507
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,11,5.5,0.950331778,10.55924197
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,21.9,10.95,3.766848131,41.85386813
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,15.2,7.6,1.814583917,20.16204352
A,Unknown,Unknown,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,7.7,3.85,0.465662571,5.174028568
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,8.4,4.2,0.554176944,6.157521601,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,10.5,5.25,0.865901475,9.621127502,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,11.4,5.7,1.020703453,11.34114948,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,10.4,5.2,0.849486654,9.438740595,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,15.7,7.85,1.935927933,21.51031037,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,7,3.5,0.3848451,4.276056667,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,15.7,7.85,1.935927933,21.51031037,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,12.6,6.3,1.246898124,13.8544236,,0,0,0
B,Unknown,Unknown,Pterophylla sylvicola,,A,,,0,0,0,6.3,3.15,0.311724531,3.463605901,,0,0,0
,,,,,,,,,,,,,,,,,,
